tekno,9591555926.5,1475537294.2,15.4,19,16
gyo,10150938314.4,537560444.7,5.3,17,30
banka,25862074226.2,1805604194.3,7.0,6,1
bist30,46315165470.1,4633928048.6,10.0,18,7
harz,9161398180.7,-416982845.8,-4.6,36,59
bist500,83047012650.9,3894609655.4,4.7,185,211
enerji,3862854456.9,240871509.2,6.2,20,12
bist100,61122869394.8,5360389627.2,8.8,55,36
fonlar,1954516992.6,-272851829.9,-14.0,6,5
